,URL_ID,URL
63,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/
64,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/
65,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/
66,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/
67,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/
68,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/
69,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/
70,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/
71,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/
72,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/
73,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/
74,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/
75,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/
76,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/
77,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/
78,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/
79,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/
80,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/
81,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/
82,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/
83,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/
84,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/
85,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/
86,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/
87,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/
88,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/
89,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/
90,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/
91,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/
92,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/
93,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/
94,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/
95,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/
96,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/
97,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/
98,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/
99,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/
100,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/
101,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/
102,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/
103,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/
104,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/
105,145,https://insights.blackcoffer.com/blockchain-in-fintech/
106,146,https://insights.blackcoffer.com/blockchain-for-payments/
107,147,https://insights.blackcoffer.com/the-future-of-investing/
108,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/
109,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/
110,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/
